name,happy,fear,angry,sad,surprise,Closeness_Score,Iteration,Emotion,ArtistName,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.1,1,Sad,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.11,1,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.12,1,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.12,1,Sad,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.13,1,Sad,Taylor Swift,
Superman,0.26,0.16,0.32,0.09,0.18,0.13,1,Sad,Taylor Swift,
Super Bass,0.26,0.16,0.32,0.09,0.18,0.13,1,Sad,Taylor Swift,
...Ready for It?,0.25,0.11,0.07,0.36,0.21,0.14,1,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.2,1,Sad,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.27,1,Sad,Taylor Swift,
Peter,0.18,0.12,0.12,0.44,0.15,0,2,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.02,2,Sad,Taylor Swift,
Tied Together With a Smile,0.23,0.11,0.03,0.4,0.23,0.04,2,Sad,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.05,2,Sad,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.09,2,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.1,2,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.1,2,Sad,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.11,2,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.14,2,Sad,Taylor Swift,
the lakes,0.16,0.32,0.06,0.26,0.19,0,3,Sad,Taylor Swift,
Why She Disappeared,0.17,0.28,0.14,0.25,0.17,0.01,3,Sad,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.01,3,Sad,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.01,3,Sad,Taylor Swift,
Teardrops on My Guitar,0.27,0.3,0,0.27,0.17,0.01,3,Sad,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.02,3,Sad,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.02,3,Sad,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.02,3,Sad,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.02,3,Sad,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.02,3,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.03,3,Sad,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.03,3,Sad,Taylor Swift,
Cold as You,0.17,0.28,0.2,0.23,0.12,0.03,3,Sad,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.03,3,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.04,3,Sad,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.04,3,Sad,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.05,3,Sad,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.05,3,Sad,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.05,3,Sad,Taylor Swift,
Snow on the Beach,0.31,0.25,0.06,0.31,0.06,0.05,3,Sad,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.07,3,Sad,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.07,3,Sad,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.07,3,Sad,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.08,3,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.08,3,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.08,3,Sad,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.09,3,Sad,Taylor Swift,
the 1,0.19,0.29,0.13,0.16,0.23,0.1,3,Sad,Taylor Swift,
Fifteen,0.24,0.29,0.09,0.15,0.24,0.11,3,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.16,3,Sad,Taylor Swift,
Beautiful Eyes,0.16,0.41,0,0.31,0.12,0,4,Sad,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.00001,4,Sad,Taylor Swift,
Snow on the Beach,0.31,0.25,0.06,0.31,0.06,0.00001,4,Sad,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.00001,4,Sad,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.00001,4,Sad,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.01,4,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.01,4,Sad,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.02,4,Sad,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.02,4,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.02,4,Sad,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.02,4,Sad,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.03,4,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.03,4,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.03,4,Sad,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.03,4,Sad,Taylor Swift,
Starlight,0.15,0.24,0.13,0.35,0.13,0.04,4,Sad,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.04,4,Sad,Taylor Swift,
Maroon,0.21,0.27,0.12,0.27,0.12,0.04,4,Sad,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.04,4,Sad,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.04,4,Sad,Taylor Swift,
Daylight,0.15,0.24,0.13,0.35,0.13,0.04,4,Sad,Taylor Swift,
"You're on Your Own, Kid",0.26,0.26,0.14,0.26,0.08,0.05,4,Sad,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.18,4,Sad,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0,5,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.01,5,Sad,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.01,5,Sad,Taylor Swift,
Maroon,0.21,0.27,0.12,0.27,0.12,0.01,5,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.02,5,Sad,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.02,5,Sad,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.03,5,Sad,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.03,5,Sad,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.03,5,Sad,Taylor Swift,
Snow on the Beach,0.31,0.25,0.06,0.31,0.06,0.03,5,Sad,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.03,5,Sad,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.03,5,Sad,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.04,5,Sad,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.04,5,Sad,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.04,5,Sad,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.04,5,Sad,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.05,5,Sad,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.05,5,Sad,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.06,5,Sad,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.06,5,Sad,Taylor Swift,
Daylight,0.15,0.24,0.13,0.35,0.13,0.07,5,Sad,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.07,5,Sad,Taylor Swift,
Starlight,0.15,0.24,0.13,0.35,0.13,0.07,5,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.14,5,Sad,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.21,5,Sad,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0,6,Sad,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.00001,6,Sad,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.00001,6,Sad,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.01,6,Sad,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.01,6,Sad,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.01,6,Sad,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.01,6,Sad,Taylor Swift,
Sad Beautiful Tragic,0.37,0.11,0.02,0.25,0.26,0.02,6,Sad,Taylor Swift,
London Boy,0.3,0.13,0,0.25,0.33,0.02,6,Sad,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.03,6,Sad,Taylor Swift,
Untouchable,0.32,0.09,0,0.27,0.32,0.04,6,Sad,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.04,6,Sad,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.04,6,Sad,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.04,6,Sad,Taylor Swift,
tolerate it,0.23,0.14,0.14,0.19,0.3,0.04,6,Sad,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.05,6,Sad,Taylor Swift,
Dress,0.26,0.13,0,0.29,0.32,0.06,6,Sad,Taylor Swift,
Dreams,0.26,0.13,0,0.29,0.32,0.06,6,Sad,Taylor Swift,
Last Kiss,0.19,0.17,0.21,0.15,0.28,0.08,6,Sad,Taylor Swift,
Enchanted,0.33,0.2,0.06,0.14,0.27,0.09,6,Sad,Taylor Swift,
Labyrinth,0.42,0.16,0,0.14,0.28,0.09,6,Sad,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.1,6,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.11,6,Sad,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.11,6,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.11,6,Sad,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.12,6,Sad,Taylor Swift,
You Are in Love,0.24,0.12,0.03,0.35,0.27,0.12,6,Sad,Taylor Swift,
The Other Side of the Door,0.21,0.18,0.18,0.11,0.32,0.12,6,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.19,6,Sad,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.01,7,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.010001,7,Sad,Taylor Swift,
Dress,0.26,0.13,0,0.29,0.32,0.010001,7,Sad,Taylor Swift,
Dreams,0.26,0.13,0,0.29,0.32,0.010001,7,Sad,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.010001,7,Sad,Taylor Swift,
Teardrops on My Guitar,0.27,0.3,0,0.27,0.17,0.010001,7,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.02,7,Sad,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.02,7,Sad,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.03,7,Sad,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.03,7,Sad,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.03,7,Sad,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.03,7,Sad,Taylor Swift,
London Boy,0.3,0.13,0,0.25,0.33,0.03,7,Sad,Taylor Swift,
Sad Beautiful Tragic,0.37,0.11,0.02,0.25,0.26,0.03,7,Sad,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.04,7,Sad,Taylor Swift,
Bejeweled,0.15,0.34,0,0.32,0.19,0.04,7,Sad,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.04,7,Sad,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.04,7,Sad,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.04,7,Sad,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.05,7,Sad,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.05,7,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.06,7,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.06,7,Sad,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.06,7,Sad,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.06,7,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.14,7,Sad,Taylor Swift,
The Lucky One,0.59,0.16,0,0.12,0.12,0.16,7,Sad,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.21,7,Sad,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0,8,Sad,Taylor Swift,
Iris,0.27,0.27,0.12,0.23,0.12,0.01,8,Sad,Taylor Swift,
Paris,0.27,0.27,0.12,0.23,0.12,0.01,8,Sad,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.02,8,Sad,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.02,8,Sad,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.02,8,Sad,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.03,8,Sad,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.04,8,Sad,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0.04,8,Sad,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.04,8,Sad,Taylor Swift,
22,0.22,0.36,0.06,0.17,0.19,0.05,8,Sad,Taylor Swift,
Fifteen,0.24,0.29,0.09,0.15,0.24,0.07,8,Sad,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.09,8,Sad,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0,9,Sad,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.00001,9,Sad,Taylor Swift,
Cold as You,0.17,0.28,0.2,0.23,0.12,0.01,9,Sad,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.01,9,Sad,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.01,9,Sad,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.02,9,Sad,Taylor Swift,
Mary's Song (Oh My My My),0.5,0.1,0.05,0.2,0.15,0.02,9,Sad,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.03,9,Sad,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.03,9,Sad,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.04,9,Sad,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.04,9,Sad,Taylor Swift,
"You're on Your Own, Kid",0.26,0.26,0.14,0.26,0.08,0.04,9,Sad,Taylor Swift,
22,0.22,0.36,0.06,0.17,0.19,0.05,9,Sad,Taylor Swift,
Dear Reader,0.17,0.09,0.09,0.17,0.49,0.05,9,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.07,9,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.08,9,Sad,Taylor Swift,
Snow on the Beach,0.31,0.25,0.06,0.31,0.06,0.09,9,Sad,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.09,9,Sad,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.09,9,Sad,Taylor Swift,
The Lucky One,0.59,0.16,0,0.12,0.12,0.1,9,Sad,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.1,9,Sad,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.11,9,Sad,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.11,9,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.12,9,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.12,9,Sad,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.13,9,Sad,Taylor Swift,
Wildest Dreams,0.24,0.24,0.36,0.08,0.08,0.14,9,Sad,Taylor Swift,
betty,0.23,0.26,0.05,0.38,0.08,0.16,9,Sad,Taylor Swift,
cardigan,0.17,0.31,0.08,0.39,0.06,0.17,9,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.2,9,Sad,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.27,9,Sad,Taylor Swift,
Delicate,0.17,0.1,0.02,0.63,0.08,0.41,9,Sad,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0,10,Sad,Taylor Swift,
Why She Disappeared,0.17,0.28,0.14,0.25,0.17,0.00001,10,Sad,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.01,10,Sad,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.01,10,Sad,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.01,10,Sad,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.01,10,Sad,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.01,10,Sad,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.02,10,Sad,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.02,10,Sad,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.02,10,Sad,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.02,10,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.04,10,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.05,10,Sad,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.06,10,Sad,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0.07,10,Sad,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.08,10,Sad,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.08,10,Sad,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.08,10,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.09,10,Sad,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.09,10,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.09,10,Sad,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.1,10,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.17,10,Sad,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.24,10,Sad,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0,11,Sad,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.00001,11,Sad,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.00001,11,Sad,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.01,11,Sad,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.01,11,Sad,Taylor Swift,
Why She Disappeared,0.17,0.28,0.14,0.25,0.17,0.01,11,Sad,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.02,11,Sad,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.02,11,Sad,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.03,11,Sad,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.03,11,Sad,Taylor Swift,
Mary's Song (Oh My My My),0.5,0.1,0.05,0.2,0.15,0.04,11,Sad,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.05,11,Sad,Taylor Swift,
tolerate it,0.23,0.14,0.14,0.19,0.3,0.05,11,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.05,11,Sad,Taylor Swift,
Dress,0.26,0.13,0,0.29,0.32,0.05,11,Sad,Taylor Swift,
Dreams,0.26,0.13,0,0.29,0.32,0.05,11,Sad,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.05,11,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.06,11,Sad,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0.06,11,Sad,Taylor Swift,
22,0.22,0.36,0.06,0.17,0.19,0.07,11,Sad,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.07,11,Sad,Taylor Swift,
Fifteen,0.24,0.29,0.09,0.15,0.24,0.09,11,Sad,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.09,11,Sad,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.09,11,Sad,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.09,11,Sad,Taylor Swift,
cowboy like me,0.23,0.37,0.05,0.14,0.21,0.1,11,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.1,11,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.1,11,Sad,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.11,11,Sad,Taylor Swift,
...Ready for It?,0.25,0.11,0.07,0.36,0.21,0.12,11,Sad,Taylor Swift,
Superman,0.26,0.16,0.32,0.09,0.18,0.15,11,Sad,Taylor Swift,
Super Bass,0.26,0.16,0.32,0.09,0.18,0.15,11,Sad,Taylor Swift,
Tied Together With a Smile,0.23,0.11,0.03,0.4,0.23,0.16,11,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.18,11,Sad,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.25,11,Sad,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0,12,Sad,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.00001,12,Sad,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.00001,12,Sad,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.01,12,Sad,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.01,12,Sad,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.02,12,Sad,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.03,12,Sad,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.03,12,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.05,12,Sad,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.05,12,Sad,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.07,12,Sad,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.09,12,Sad,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.09,12,Sad,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.1,12,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.1,12,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.1,12,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.18,12,Sad,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.25,12,Sad,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0,13,Sad,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.01,13,Sad,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.01,13,Sad,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.02,13,Sad,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.02,13,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.03,13,Sad,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.03,13,Sad,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.03,13,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.04,13,Sad,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.04,13,Sad,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.05,13,Sad,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.05,13,Sad,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.05,13,Sad,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.05,13,Sad,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.06,13,Sad,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.08,13,Sad,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.08,13,Sad,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.08,13,Sad,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.09,13,Sad,Taylor Swift,
Starlight,0.15,0.24,0.13,0.35,0.13,0.09,13,Sad,Taylor Swift,
Daylight,0.15,0.24,0.13,0.35,0.13,0.09,13,Sad,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.16,13,Sad,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.23,13,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0,14,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.01,14,Sad,Taylor Swift,
Teardrops on My Guitar,0.27,0.3,0,0.27,0.17,0.02,14,Sad,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.02,14,Sad,Taylor Swift,
